ts,PID,MINFLT,MAJFLT,VSTEXT,VSIZE,RSIZE,VGROW,RGROW,MEM,CMD,label,type
1556205608,2633,0,0,66,553.8,18384,0,0,0,unity-panel-se,1,dos
1556205613,2847,0,0,297,718.4,18184,0,0,0,nm-applet,1,dos
1556205618,2882,0,0,36,381.1,16928,0,0,0,vmtoolsd,1,dos
1556205633,1406,0,0,47,497.1,5052,0,0,0,whoopsie,1,dos
1556205643,3294,1914,0,148,17916,2420,0,0,0,atop,1,dos
1556205653,3293,1913,0,148,17624,2372,0,0,0,atop,1,dos
1556205663,1401,3,0,36,19296,824,0,0,0,irqbalance,1,dos
1556205668,2576,0,0,121,22308,640,0,0,0,upstart-dbus-b,1,dos
1556205683,1457,0,0,2219,334.3,71104,0,0,0.02,Xorg,1,dos
1556205693,2608,9,0,589,646.2,38048,0,0,0.01,hud-service,1,dos
1556205703,3128,0,0,978,2.9,22916,0,0,0.01,drone,1,dos
1556205708,3058,0,0,280,710.1,22236,0,0,0.01,gnome-terminal,1,dos
1556205713,2633,2,0,66,553.8,18384,0,0,0,unity-panel-se,1,dos
1556205718,2847,0,0,297,718.4,18184,0,0,0,nm-applet,1,dos
1556205723,2882,0,0,36,381.1,16928,0,0,0,vmtoolsd,1,dos
1556205728,3534,0,0,66,538.8,14464,0,0,0,unity-panel-se,1,dos
1556205733,1196,0,0,1071,342.2,7496,0,0,0,NetworkManager,1,dos
1556205738,2731,0,0,35,280.1,5144,0,0,0,indicator-appl,1,dos
1556205743,1967,8,0,36,159.8,4396,0,0,0,vmtoolsd,1,dos
1556205753,3292,1913,0,148,17924,2428,0,0,0,atop,1,dos
1556205763,3295,1913,0,148,17920,2420,0,0,0,atop,1,dos
1556205768,3293,1913,0,148,17624,2372,0,0,0,atop,1,dos
1556205773,2499,0,0,415,40184,2288,0,0,0,dbus-daemon,1,dos
1556205778,1401,3,0,36,19296,824,0,0,0,irqbalance,1,dos
1556205783,2576,0,0,121,22308,640,0,0,0,upstart-dbus-b,1,dos
1556205788,3405,0,0,0,0,0,0,0,0,kworker/u256:2,1,dos
1556205793,2821,0,0,10,1.3,99.4,0,0,0.03,compiz,1,dos
1556205798,1457,0,0,2219,334.3,71104,0,0,0.02,Xorg,1,dos
1556205803,1495,0,0,10415,545.4,50232,0,0,0.01,mysqld,1,dos
1556205808,2849,8,0,1350,1.4,48316,0,0,0.01,nautilus,1,dos
1556205813,2608,9,0,589,646.2,38048,0,0,0.01,hud-service,1,dos
1556205818,3103,0,0,2132,2.5,28092,0,0,0.01,ostinato,1,dos
1556205823,3128,0,0,978,2.9,22916,0,0,0.01,drone,1,dos
1556205828,2593,3,0,31,729.2,20068,0,0,0.01,unity-settings,1,dos
1556205833,2633,0,0,66,553.8,18384,0,0,0,unity-panel-se,1,dos
1556205838,2847,0,0,297,718.4,18184,0,0,0,nm-applet,1,dos
1556205843,2835,0,0,124,623.7,18084,0,0,0,goa-daemon,1,dos
1556205848,2882,0,0,36,381.1,16928,0,0,0,vmtoolsd,1,dos
1556205853,2731,0,0,35,280.1,5144,0,0,0,indicator-appl,1,dos
1556205858,3292,1913,0,148,17924,2428,0,0,0,atop,1,dos
1556205863,3294,1913,0,148,17916,2420,0,0,0,atop,1,dos
1556205868,3295,1913,0,148,17920,2420,0,0,0,atop,1,dos
1556205873,3293,1913,0,148,17624,2372,0,0,0,atop,1,dos
1556205878,2499,0,0,415,40184,2288,0,0,0,dbus-daemon,1,dos
1556205883,1401,9,0,36,19296,824,0,0,0,irqbalance,1,dos
1556205888,2576,0,0,121,22308,640,0,0,0,upstart-dbus-b,1,dos
1556205908,2849,8,0,1350,1.4,48316,0,0,0.01,nautilus,1,dos
1556205913,2838,0,0,4,857.6,44596,0,0,0.01,evolution-cale,1,dos
1556205918,2608,9,0,589,646.3,38308,128,260,0.01,hud-service,1,dos
1556205923,3103,0,0,2132,2.5,28092,0,0,0.01,ostinato,1,dos
1556205928,3128,0,0,978,2.9,22916,0,0,0.01,drone,1,dos
1556205933,3058,0,0,280,710.1,22236,0,0,0.01,gnome-terminal,1,dos
1556205938,2633,0,0,66,553.8,18384,0,0,0,unity-panel-se,1,dos
1556205943,2847,0,0,297,718.4,18184,0,0,0,nm-applet,1,dos
1556205948,2882,0,0,36,381.1,16928,0,0,0,vmtoolsd,1,dos
1556205953,2093,0,0,596,184.2,14072,0,0,0,apache2,1,dos
1556205958,1196,162,0,1071,342.2,7496,0,0,0,NetworkManager,1,dos
1556205963,2886,1,0,350,315.3,7400,0,0,0,mission-contro,1,dos
1556205968,1208,0,0,7,274.6,5164,0,0,0,polkitd,1,dos
1556205973,2731,0,0,35,280.1,5144,0,0,0,indicator-appl,1,dos
1556205978,1406,14,0,47,497.1,5052,0,0,0,whoopsie,1,dos
1556205983,3023,2,0,189,344,4812,0,0,0,zeitgeist-daem,1,dos
1556205988,2045,0,0,149,233.8,4584,0,0,0,upowerd,1,dos
1556205993,3273,0,0,18,368.9,3884,0,0,0,deja-dup-monit,1,dos
1556205998,3714,1120,0,1603,10224,3664,10224,3664,0,dhclient,1,dos
1556206003,1472,0,0,44,75364,3428,0,0,0,cups-browsed,1,dos
1556206008,3292,1913,0,148,17924,2428,0,0,0,atop,1,dos
1556206013,3294,1913,0,148,17916,2420,0,0,0,atop,1,dos
1556206018,3295,1914,0,148,17920,2420,0,0,0,atop,1,dos
1556206023,3293,1914,0,148,17624,2372,0,0,0,atop,1,dos
1556206028,2499,0,0,415,40184,2288,0,0,0,dbus-daemon,1,dos
1556206038,2576,0,0,121,22308,640,0,0,0,upstart-dbus-b,1,dos
1556206043,2529,0,0,121,22308,376,0,0,0,upstart-dbus-b,1,dos
1556206048,3708,1124,0,0,0,0,0,0,0,<dhclient>,1,dos
1556206053,3717,266,0,0,0,0,0,0,0,<nm-dhcp-clie>,1,dos
1556206058,2821,0,0,10,1.3,99.4,0,0,0.03,compiz,1,dos
1556206063,1457,0,0,2219,334.3,71104,0,0,0.02,Xorg,1,dos
1556206068,1495,0,0,10415,545.4,50232,0,0,0.01,mysqld,1,dos
1556206073,2849,8,0,1350,1.4,48316,0,0,0.01,nautilus,1,dos
1556206078,2838,0,0,4,857.6,44596,0,0,0.01,evolution-cale,1,dos
1556206083,2608,9,0,589,646.3,38308,0,0,0.01,hud-service,1,dos
1556206088,1517,0,0,531,392.3,32616,0,0,0.01,named,1,dos
1556206093,3103,0,0,2132,2.5,28092,0,0,0.01,ostinato,1,dos
1556206098,3128,0,0,978,2.9,22916,0,0,0.01,drone,1,dos
1556206103,3058,0,0,280,710.1,22236,0,0,0.01,gnome-terminal,1,dos
1556206108,2633,0,0,66,553.8,18384,0,0,0,unity-panel-se,1,dos
1556206113,2847,0,0,297,718.4,18184,0,0,0,nm-applet,1,dos
1556206118,2835,0,0,124,623.7,18084,0,0,0,goa-daemon,1,dos
1556206123,2882,0,0,36,381.1,16928,0,0,0,vmtoolsd,1,dos
1556206128,1196,0,0,1071,342.2,7496,0,0,0,NetworkManager,1,dos
1556206133,2886,0,0,350,315.3,7400,0,0,0,mission-contro,1,dos
1556206138,2731,0,0,35,280.1,5144,0,0,0,indicator-appl,1,dos
1556206143,1406,3,0,47,497.1,5052,0,0,0,whoopsie,1,dos
1556206148,1967,8,0,36,159.8,4396,0,0,0,vmtoolsd,1,dos
1556206153,3273,0,0,18,368.9,3884,0,0,0,deja-dup-monit,1,dos
1556206158,3714,4,0,1603,10224,3664,0,0,0,dhclient,1,dos
1556206163,3292,1914,0,148,17924,2428,0,0,0,atop,1,dos
1556206168,3294,1914,0,148,17916,2420,0,0,0,atop,1,dos
1556206173,3295,1914,0,148,17920,2420,0,0,0,atop,1,dos
1556206178,3293,1914,0,148,17624,2372,0,0,0,atop,1,dos
1556206183,2499,0,0,415,40184,2288,0,0,0,dbus-daemon,1,dos
1556206188,1401,11,0,36,19296,824,0,0,0,irqbalance,1,dos
1556206193,2576,0,0,121,22308,640,0,0,0,upstart-dbus-b,1,dos
1556206198,1725,0,0,0,0,0,0,0,0,knetatop,1,dos
1556206203,3405,0,0,0,0,0,0,0,0,kworker/u256:2,1,dos
1556206208,2821,0,0,10,1.3,99.4,0,0,0.03,compiz,1,dos
1556206213,1457,0,0,2219,334.3,71104,0,0,0.02,Xorg,1,dos
1556206218,2849,8,0,1350,1.4,48316,0,0,0.01,nautilus,1,dos
1556206223,2608,9,0,589,646.3,38308,0,0,0.01,hud-service,1,dos
1556206228,1517,0,0,531,392.3,32616,0,0,0.01,named,1,dos
1556206233,3103,0,0,2132,2.5,28092,0,0,0.01,ostinato,1,dos
1556206238,3128,0,0,978,2.9,22916,0,0,0.01,drone,1,dos
1556206243,3058,0,0,280,710.1,22236,0,0,0.01,gnome-terminal,1,dos
1556206248,2633,0,0,66,553.8,18384,0,0,0,unity-panel-se,1,dos
1556206253,2847,0,0,297,718.4,18184,0,0,0,nm-applet,1,dos
1556206258,2882,0,0,36,381.1,16928,0,0,0,vmtoolsd,1,dos
1556206263,3018,0,0,119,472.6,11280,0,0,0,zeitgeist-data,1,dos
1556206283,1967,0,0,36,159.8,4396,0,0,0,vmtoolsd,1,dos
1556206288,1695,0,0,12,9480,3496,0,0,0,haveged,1,dos
1556206293,3292,1914,0,148,17924,2428,0,0,0,atop,1,dos
1556206298,3294,1914,0,148,17916,2420,0,0,0,atop,1,dos
1556206303,3295,1913,0,148,17920,2420,0,0,0,atop,1,dos
1556206308,3293,1913,0,148,17624,2372,0,0,0,atop,1,dos
1556206318,1401,25,0,36,19296,824,0,0,0,irqbalance,1,dos
1556206323,2576,0,0,121,22308,640,0,0,0,upstart-dbus-b,1,dos
1556206328,2821,0,0,10,1.3,99.4,0,0,0.03,compiz,1,dos
1556206333,1457,0,0,2219,334.3,71104,0,0,0.02,Xorg,1,dos
1556206338,1495,0,0,10415,545.4,50232,0,0,0.01,mysqld,1,dos
1556206343,2849,8,0,1350,1.4,48316,0,0,0.01,nautilus,1,dos
1556206348,2608,9,0,589,646.3,38308,0,0,0.01,hud-service,1,dos
1556206353,3103,0,0,2132,2.5,28092,0,0,0.01,ostinato,1,dos
1556206358,3128,0,0,978,2.9,22916,0,0,0.01,drone,1,dos
1556206363,3058,0,0,280,710.1,22236,0,0,0.01,gnome-terminal,1,dos
1556206368,2633,0,0,66,553.8,18384,0,0,0,unity-panel-se,1,dos
1556206373,2847,0,0,297,718.4,18184,0,0,0,nm-applet,1,dos
1556206378,2882,0,0,36,381.1,16928,0,0,0,vmtoolsd,1,dos
1556206383,2731,0,0,35,280.1,5144,0,0,0,indicator-appl,1,dos
1556206388,3273,0,0,18,368.9,3884,0,0,0,deja-dup-monit,1,dos
1556206393,3292,1913,0,148,17924,2428,0,0,0,atop,1,dos
1556206398,3294,1913,0,148,17916,2420,0,0,0,atop,1,dos
1556206403,3295,1913,0,148,17920,2420,0,0,0,atop,1,dos
1556206408,3293,1913,0,148,17624,2372,0,0,0,atop,1,dos
1556206413,2499,0,0,415,40184,2288,0,0,0,dbus-daemon,1,dos
1556206418,1401,39,0,36,19296,824,0,0,0,irqbalance,1,dos
1556206423,2576,0,0,121,22308,640,0,0,0,upstart-dbus-b,1,dos
1556206433,2821,0,0,10,1.3,99.4,0,0,0.03,compiz,1,dos
1556206438,1457,0,0,2219,334.3,71104,0,0,0.02,Xorg,1,dos
1556206448,2849,8,0,1350,1.4,48316,0,0,0.01,nautilus,1,dos
1556206453,2838,0,0,4,857.6,44596,0,0,0.01,evolution-cale,1,dos
1556206458,2608,9,0,589,646.4,38308,128,0,0.01,hud-service,1,dos
1556206463,3103,0,0,2132,2.5,28092,0,0,0.01,ostinato,1,dos
1556206468,3128,0,0,978,2.9,22916,0,0,0.01,drone,1,dos
1556206473,3058,0,0,280,710.1,22236,0,0,0.01,gnome-terminal,1,dos
1556206478,2633,2,0,66,553.8,18384,0,0,0,unity-panel-se,1,dos
1556206483,2847,0,0,297,718.4,18184,0,0,0,nm-applet,1,dos
1556206488,2882,0,0,36,381.1,16928,0,0,0,vmtoolsd,1,dos
1556206498,2886,0,0,350,315.3,7400,0,0,0,mission-contro,1,dos
1556206503,2731,0,0,35,280.1,5144,0,0,0,indicator-appl,1,dos
1556206508,1406,0,0,47,497.1,5052,0,0,0,whoopsie,1,dos
1556206513,1967,8,0,36,159.8,4396,0,0,0,vmtoolsd,1,dos
1556206518,1460,0,0,148,280.7,4048,0,0,0,accounts-daemo,1,dos
1556206528,3292,1913,0,148,17924,2428,0,0,0,atop,1,dos
1556206533,3294,1913,0,148,17916,2420,0,0,0,atop,1,dos
1556206538,3295,1913,0,148,17920,2420,0,0,0,atop,1,dos
1556206543,3293,1913,0,148,17624,2372,0,0,0,atop,1,dos
1556206548,2499,0,0,415,40184,2288,0,0,0,dbus-daemon,1,dos
1556206553,1401,3,0,36,19296,824,0,0,0,irqbalance,1,dos
1556206558,2576,0,0,121,22308,640,0,0,0,upstart-dbus-b,1,dos
1556206563,3405,0,0,0,0,0,0,0,0,kworker/u256:2,1,dos
1556206568,2821,0,0,10,1.3,99.4,0,0,0.03,compiz,1,dos
1556206573,1457,0,0,2219,334.3,71104,0,0,0.02,Xorg,1,dos
1556206578,1495,0,0,10415,545.4,50232,0,0,0.01,mysqld,1,dos
1556206583,2849,8,0,1350,1.4,48316,0,0,0.01,nautilus,1,dos
1556206593,2608,9,0,589,646.4,38308,0,0,0.01,hud-service,1,dos
1556206598,3103,0,0,2132,2.5,28092,0,0,0.01,ostinato,1,dos
1556206603,3128,0,0,978,2.9,22916,0,0,0.01,drone,1,dos
1556206608,2593,3,0,31,729.2,20068,0,0,0.01,unity-settings,1,dos
1556206613,2633,0,0,66,553.8,18384,0,0,0,unity-panel-se,1,dos
1556206618,2847,0,0,297,718.4,18184,0,0,0,nm-applet,1,dos
1556206623,2882,0,0,36,381.1,16928,0,0,0,vmtoolsd,1,dos
1556206628,1196,13,0,1071,342.2,7496,0,0,0,NetworkManager,1,dos
1556206633,2886,0,0,350,315.3,7400,0,0,0,mission-contro,1,dos
1556206638,2731,0,0,35,280.1,5144,0,0,0,indicator-appl,1,dos
1556206643,1406,0,0,47,497.1,5052,0,0,0,whoopsie,1,dos
1556206648,3023,2,0,189,344,4812,0,0,0,zeitgeist-daem,1,dos
1556206653,3273,0,0,18,368.9,3884,0,0,0,deja-dup-monit,1,dos
1556206658,1695,0,0,12,9480,3496,0,0,0,haveged,1,dos
1556206668,3294,1913,0,148,17916,2420,0,0,0,atop,1,dos
1556206673,3295,1909,0,148,17920,2420,0,0,0,atop,1,dos
1556206678,3293,1913,0,148,17624,2372,0,0,0,atop,1,dos
1556206683,2499,0,0,415,40184,2288,0,0,0,dbus-daemon,1,dos
1556206688,1401,23,0,36,19296,824,0,0,0,irqbalance,1,dos
1556206693,2576,0,0,121,22308,640,0,0,0,upstart-dbus-b,1,dos
1556206698,1725,0,0,0,0,0,0,0,0,knetatop,1,dos
1556206703,3714,1124,0,0,0,0,0,0,0,<dhclient>,1,dos
1556206708,2821,0,0,10,1.3,99.4,0,0,0.03,compiz,1,dos
1556206713,1457,0,0,2219,334.3,71104,0,0,0.02,Xorg,1,dos
1556206718,2849,8,0,1350,1.4,48316,0,0,0.01,nautilus,1,dos
1556206733,3128,0,0,978,2.9,22916,0,0,0.01,drone,1,dos
1556206738,2633,0,0,66,553.8,18384,0,0,0,unity-panel-se,1,dos
1556206743,2882,0,0,36,381.1,16928,0,0,0,vmtoolsd,1,dos
1556206748,3292,1909,0,148,17924,2428,0,0,0,atop,1,dos
1556206753,3294,1909,0,148,17916,2420,0,0,0,atop,1,dos
1556206758,3295,1909,0,148,17920,2420,0,0,0,atop,1,dos
1556206763,3293,1909,0,148,17624,2372,0,0,0,atop,1,dos
1556206773,1401,3,0,36,19296,824,0,0,0,irqbalance,1,dos
1556206778,2576,0,0,121,22308,640,0,0,0,upstart-dbus-b,1,dos
1556206783,2821,0,0,10,1.3,99.4,0,0,0.03,compiz,1,dos
1556206788,1457,0,0,2219,334.3,71104,0,0,0.02,Xorg,1,dos
1556206793,1495,0,0,10415,545.4,50232,0,0,0.01,mysqld,1,dos
1556206798,2849,8,0,1350,1.4,48316,0,0,0.01,nautilus,1,dos
1556206803,2838,0,0,4,857.6,44596,0,0,0.01,evolution-cale,1,dos
1556206808,2608,9,0,589,646.5,38568,132,260,0.01,hud-service,1,dos
1556206813,3103,0,0,2132,2.5,28092,0,0,0.01,ostinato,1,dos
1556206818,3128,0,0,978,2.9,22916,0,0,0.01,drone,1,dos
1556206823,3058,0,0,280,710.1,22236,0,0,0.01,gnome-terminal,1,dos
1556206828,2633,0,0,66,553.8,18384,0,0,0,unity-panel-se,1,dos
1556206833,2882,0,0,36,381.1,16928,0,0,0,vmtoolsd,1,dos
1556206838,2886,0,0,350,315.3,7400,0,0,0,mission-contro,1,dos
1556206843,1967,8,0,36,159.8,4396,0,0,0,vmtoolsd,1,dos
1556206848,3273,0,0,18,368.9,3884,0,0,0,deja-dup-monit,1,dos
1556206853,3292,1909,0,148,17924,2428,0,0,0,atop,1,dos
1556206858,3294,1909,0,148,17916,2420,0,0,0,atop,1,dos
1556206863,3295,1909,0,148,17920,2420,0,0,0,atop,1,dos
1556206868,3293,1909,0,148,17624,2372,0,0,0,atop,1,dos
1556206873,1401,3,0,36,19296,824,0,0,0,irqbalance,1,dos
1556206878,2576,0,0,121,22308,640,0,0,0,upstart-dbus-b,1,dos
1556206883,3405,0,0,0,0,0,0,0,0,kworker/u256:2,1,dos
1556206888,2821,0,0,10,1.3,99.4,0,0,0.03,compiz,1,dos
1556206893,1457,0,0,2219,334.3,71104,0,0,0.02,Xorg,1,dos
1556206898,2849,8,0,1350,1.4,48316,0,0,0.01,nautilus,1,dos
1556206903,2608,9,0,589,646.5,38568,0,0,0.01,hud-service,1,dos
1556206908,3103,0,0,2132,2.5,28092,0,0,0.01,ostinato,1,dos
1556206918,3058,0,0,280,710.1,22236,0,0,0.01,gnome-terminal,1,dos
1556206923,2633,0,0,66,553.8,18384,0,0,0,unity-panel-se,1,dos
1556206928,2835,0,0,124,623.7,18084,0,0,0,goa-daemon,1,dos
1556206933,2882,0,0,36,381.1,16928,0,0,0,vmtoolsd,1,dos
1556206938,3031,0,0,127,246.4,11540,0,0,0,zeitgeist-fts,1,dos
1556206943,1967,0,0,36,159.8,4396,0,0,0,vmtoolsd,1,dos
1556206948,3292,1909,0,148,17924,2428,0,0,0,atop,1,dos
1556206953,3294,1909,0,148,17916,2420,0,0,0,atop,1,dos
1556206958,3295,1909,0,148,17920,2420,0,0,0,atop,1,dos
1556206963,3293,1909,0,148,17624,2372,0,0,0,atop,1,dos
1556206968,2499,0,0,415,40184,2288,0,0,0,dbus-daemon,1,dos
1556206973,1401,11,0,36,19296,824,0,0,0,irqbalance,1,dos
1556206978,2821,0,0,10,1.3,99.4,0,0,0.03,compiz,1,dos
1556206983,1457,0,0,2219,334.3,71104,0,0,0.02,Xorg,1,dos
1556206988,1495,0,0,10415,545.4,50232,0,0,0.01,mysqld,1,dos
1556206993,2849,8,0,1350,1.4,48316,0,0,0.01,nautilus,1,dos
1556206998,2608,10,0,589,646.5,38568,0,0,0.01,hud-service,1,dos
1556207003,3103,0,0,2132,2.5,28092,0,0,0.01,ostinato,1,dos
1556207008,3128,0,0,978,2.9,22916,0,0,0.01,drone,1,dos
1556207013,2633,0,0,66,553.8,18384,0,0,0,unity-panel-se,1,dos
1556207018,3292,1909,0,148,17924,2428,0,0,0,atop,1,dos
1556207023,3294,1909,0,148,17916,2420,0,0,0,atop,1,dos
1556207028,3295,1909,0,148,17920,2420,0,0,0,atop,1,dos
1556207033,3293,1909,0,148,17624,2372,0,0,0,atop,1,dos
1556207038,2499,0,0,415,40184,2288,0,0,0,dbus-daemon,1,dos
1556207043,1401,3,0,36,19296,824,0,0,0,irqbalance,1,dos
1556207048,2576,0,0,121,22308,640,0,0,0,upstart-dbus-b,1,dos
1556207053,2821,40,0,10,1.3,99.4,0,0,0.03,compiz,1,dos
1556207058,1457,0,0,2219,334.3,71104,0,0,0.02,Xorg,1,dos
1556207063,1495,0,0,10415,545.4,50232,0,0,0.01,mysqld,1,dos
1556207068,2849,8,0,1350,1.4,48316,0,0,0.01,nautilus,1,dos
1556207073,2608,9,0,589,646.7,38688,128,120,0.01,hud-service,1,dos
1556207078,3103,0,0,2132,2.5,28092,0,0,0.01,ostinato,1,dos
1556207083,3128,0,0,978,2.9,22916,0,0,0.01,drone,1,dos
1556207088,2633,3,0,66,553.8,18384,0,0,0,unity-panel-se,1,dos
1556207093,2882,0,0,36,381.1,16928,0,0,0,vmtoolsd,1,dos
1556207098,3534,0,0,66,538.8,14464,0,0,0,unity-panel-se,1,dos
1556207103,2712,4,0,659,1,9952,0,0,0,indicator-date,1,dos
1556207108,1967,8,0,36,159.8,4396,0,0,0,vmtoolsd,1,dos
1556207113,3292,1909,0,148,17924,2428,0,0,0,atop,1,dos
1556207118,3294,1909,0,148,17916,2420,0,0,0,atop,1,dos
1556207123,3295,1909,0,148,17920,2420,0,0,0,atop,1,dos
1556207128,3293,1909,0,148,17624,2372,0,0,0,atop,1,dos
1556207133,1401,7,0,36,19296,824,0,0,0,irqbalance,1,dos
1556207138,2576,0,0,121,22308,640,0,0,0,upstart-dbus-b,1,dos
1556207148,1457,0,0,2219,334.3,71104,0,0,0.02,Xorg,1,dos
1556207153,2849,8,0,1350,1.4,48316,0,0,0.01,nautilus,1,dos
1556207158,2608,9,0,589,646.7,38688,0,0,0.01,hud-service,1,dos
1556207163,3103,0,0,2132,2.5,28092,0,0,0.01,ostinato,1,dos
1556207168,3128,0,0,978,2.9,22916,0,0,0.01,drone,1,dos
1556207173,2593,3,0,31,729.2,20068,0,0,0.01,unity-settings,1,dos
1556207178,2633,0,0,66,553.8,18384,0,0,0,unity-panel-se,1,dos
1556207183,2882,0,0,36,381.1,16928,0,0,0,vmtoolsd,1,dos
1556207188,1967,0,0,36,159.8,4396,0,0,0,vmtoolsd,1,dos
1556207198,3292,1909,0,148,17924,2428,0,0,0,atop,1,dos
1556207203,3294,1909,0,148,17916,2420,0,0,0,atop,1,dos
1556207208,3295,1909,0,148,17920,2420,0,0,0,atop,1,dos
1556207213,3293,1909,0,148,17624,2372,0,0,0,atop,1,dos
1556207218,2499,0,0,415,40184,2288,0,0,0,dbus-daemon,1,dos
1556207223,1705,0,0,17,37152,1216,0,0,0,kerneloops,1,dos
1556207228,1401,3,0,36,19296,824,0,0,0,irqbalance,1,dos
1556207233,2576,0,0,121,22308,640,0,0,0,upstart-dbus-b,1,dos
1556207238,3405,0,0,0,0,0,0,0,0,kworker/u256:2,1,dos
1556207243,2821,0,0,10,1.3,99.4,0,0,0.03,compiz,1,dos
1556207248,1457,0,0,2219,334.3,71104,0,0,0.02,Xorg,1,dos
1556207253,1495,0,0,10415,545.4,50232,0,0,0.01,mysqld,1,dos
1556207258,2849,8,0,1350,1.4,48316,0,0,0.01,nautilus,1,dos
1556207263,2838,0,0,4,857.6,44596,0,0,0.01,evolution-cale,1,dos
1556207268,2608,9,0,589,646.7,38688,0,0,0.01,hud-service,1,dos
1556207273,3103,0,0,2132,2.5,28092,0,0,0.01,ostinato,1,dos
1556207278,3128,0,0,978,2.9,22916,0,0,0.01,drone,1,dos
1556207283,2633,0,0,66,553.8,18384,0,0,0,unity-panel-se,1,dos
1556207288,2882,0,0,36,381.1,16928,0,0,0,vmtoolsd,1,dos
1556207293,2886,0,0,350,315.3,7400,0,0,0,mission-contro,1,dos
1556207298,3273,0,0,18,368.9,3884,0,0,0,deja-dup-monit,1,dos
1556207303,1695,0,0,12,9480,3496,0,0,0,haveged,1,dos
1556207308,3292,1909,0,148,17924,2428,0,0,0,atop,1,dos
1556207313,3294,1909,0,148,17916,2420,0,0,0,atop,1,dos
1556207318,3295,1909,0,148,17920,2420,0,0,0,atop,1,dos
1556207323,3293,1909,0,148,17624,2372,0,0,0,atop,1,dos
1556207328,1401,5,0,36,19296,824,0,0,0,irqbalance,1,dos
1556207333,2821,0,0,10,1.3,99.4,0,0,0.03,compiz,1,dos
1556207338,1457,0,0,2219,334.3,71104,0,0,0.02,Xorg,1,dos
1556207343,2849,8,0,1350,1.4,48316,0,0,0.01,nautilus,1,dos
1556207348,2838,0,0,4,857.6,44596,0,0,0.01,evolution-cale,1,dos
1556207353,2608,9,0,589,646.7,38688,0,0,0.01,hud-service,1,dos
1556207358,1517,0,0,531,392.3,32616,0,0,0.01,named,1,dos
1556207363,3103,0,0,2132,2.5,28092,0,0,0.01,ostinato,1,dos
1556207368,3128,0,0,978,2.9,22916,0,0,0.01,drone,1,dos
1556207373,3058,0,0,280,710.1,22236,0,0,0.01,gnome-terminal,1,dos
1556207378,2633,0,0,66,553.8,18384,0,0,0,unity-panel-se,1,dos
1556207383,2835,0,0,124,623.7,18084,0,0,0,goa-daemon,1,dos
1556207393,2886,0,0,350,315.3,7400,0,0,0,mission-contro,1,dos
1556207398,1967,8,0,36,159.8,4396,0,0,0,vmtoolsd,1,dos
1556207403,3273,0,0,18,368.9,3884,0,0,0,deja-dup-monit,1,dos
1556207408,3292,1909,0,148,17924,2428,0,0,0,atop,1,dos
1556207413,3294,1909,0,148,17916,2420,0,0,0,atop,1,dos
1556207418,3295,1909,0,148,17920,2420,0,0,0,atop,1,dos
1556207423,3293,1909,0,148,17624,2372,0,0,0,atop,1,dos
1556207428,2499,0,0,415,40184,2288,0,0,0,dbus-daemon,1,dos
1556207433,1401,3,0,36,19296,824,0,0,0,irqbalance,1,dos
1556207438,2576,0,0,121,22308,640,0,0,0,upstart-dbus-b,1,dos
1556207443,2821,0,0,10,1.3,99.4,0,0,0.03,compiz,1,dos
1556207448,1457,0,0,2219,334.3,71104,0,0,0.02,Xorg,1,dos
1556207458,2849,8,0,1350,1.4,48316,0,0,0.01,nautilus,1,dos
1556207463,2838,0,0,4,857.6,44596,0,0,0.01,evolution-cale,1,dos
1556207468,2608,8,0,589,646.8,38816,128,128,0.01,hud-service,1,dos
1556207473,3103,0,0,2132,2.5,28092,0,0,0.01,ostinato,1,dos
1556207478,3128,0,0,978,2.9,22916,0,0,0.01,drone,1,dos
1556207483,2633,0,0,66,553.8,18384,0,0,0,unity-panel-se,1,dos
1556207488,2882,0,0,36,381.1,16928,0,0,0,vmtoolsd,1,dos
1556207493,2886,0,0,350,315.3,7400,0,0,0,mission-contro,1,dos
1556207503,3273,0,0,18,368.9,3884,0,0,0,deja-dup-monit,1,dos
1556207508,3292,1909,0,148,17924,2428,0,0,0,atop,1,dos
1556207513,3294,1909,0,148,17916,2420,0,0,0,atop,1,dos
1556207518,3295,1909,0,148,17920,2420,0,0,0,atop,1,dos
1556207523,3293,1909,0,148,17624,2372,0,0,0,atop,1,dos
1556207528,2499,0,0,415,40184,2288,0,0,0,dbus-daemon,1,dos
1556207533,1401,3,0,36,19296,824,0,0,0,irqbalance,1,dos
1556207543,1457,0,0,2219,334.3,71104,0,0,0.02,Xorg,1,dos
1556207548,2849,8,0,1350,1.4,48316,0,0,0.01,nautilus,1,dos
1556207553,2608,9,0,589,646.8,38816,0,0,0.01,hud-service,1,dos
1556207558,3103,0,0,2132,2.5,28092,0,0,0.01,ostinato,1,dos
1556207563,3128,0,0,978,2.9,22916,0,0,0.01,drone,1,dos
1556207568,2633,0,0,66,553.8,18384,0,0,0,unity-panel-se,1,dos
1556207573,2835,0,0,124,623.7,18084,0,0,0,goa-daemon,1,dos
1556207578,2882,0,0,36,381.1,16928,0,0,0,vmtoolsd,1,dos
1556207583,1967,0,0,36,159.8,4396,0,0,0,vmtoolsd,1,dos
1556207588,3292,1909,0,148,17924,2428,0,0,0,atop,1,dos
1556207593,3294,1909,0,148,17916,2420,0,0,0,atop,1,dos
